"LOCTN
TYPE","LOCATION
NAME","LCTN
PRTY","LOCATION
MONITOR","STANDARD
ACTION","ACTION
DETAILS","ACTION
STATUS",FREQ,"ACTN
PRTY","PRIMARY
AGENT","ADDITIONAL
AGENTS",YEAR,RESULT,"RESULT
DETAILS",
Adhoc,Cluster 11 - South East of Bendigo,H,Peter Johnson,Undertake periodic surveillance monitoring of populations,Determine presence/absence status in Cluster 11 - Implement a minimum disturbance monitoring strategy (establishing tile-grids within cluster area),Ongoing,Every other year,H,DSE North West Region,,2010/2011,NOT ENTERED,No Description Recorded,
Adhoc,Cluster 11 - South East of Bendigo,H,Peter Johnson,Undertake threat monitoring,Monitor severity of grazing.,One-off: to do,One-off event,H,DSE North West Region,,2008/2009,COMPLETED,"Threat to habitat integrity in Cluster 11 remains unchanged to previous years. Intensity of grazing is relatively high as indicated by a lack of tussock cover in locations where the species is known to exist. With drought conditions possibly continuing, habitat will decline further.  rocks remain part of habitat features, but without tussock grass cover, there may be reduced chances of the species remaining, or at least being being forced to occupy less impacted habitat on adjoining roadsides, where rocks are avalaible.",
Adhoc,Cluster 11 - South East of Bendigo,H,Peter Johnson,Undertake threat monitoring,Identify threats to the habitat at cluster site and determine severity.,One-off: to do,One-off event,H,DSE North West Region,,2009/2010,COMPLETED,Cattle grazing has been excluded - now replaced with sheep.  Fence needs repair work as sheep have open access. weeds dominate the site with Patersons Curse possibly increasing in presence. Some dense patches of thistles are appearing - could become severe if not treated.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,H,DSE South West Region,,2005/2006,COMPLETED,Burns completed at a number of roadside reserves.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,As needed,H,DSE South West Region,,2006/2007,COMPLETED,"Some burning was undertaken in conjunction with CFA (see individual site information), however most sites were not burnt due to conditions being too dry and there was not much biomass.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2008/2009,COMPLETED,Ecological burns were undertaken at a number of sites in autumn 2009 (see individual sites for detailed information). ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2009/2010,COMPLETED,Numerous sites have been burnt this season over February and March 2010.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at sites when required.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,Fewer burns were complete this year due to the wet conditions. Burns that were implemented were done in conjunction with the CFA during late summer/early autumn. A new system exists to enable DSE to provide the CFA with an annual list of priority areas for ecological burning. This list is currently being updated for the 2011/12 fire season.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at D. impar or potential D. impar sites when required but preferably no more frequent than once every three years.,Ongoing,As needed,H,DSE South West Region,,2011/2012,COMPLETED,A number of sites were nominated for ecological burns through the CFA nomination process and due to favorable conditions during late summner / autumn most were implemented.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Apply ecological burning,Apply autumn ecological burns at D. impar or potential D. impar sites when required but preferably no more frequent than once every three years.,Ongoing,As needed,H,DSE South West Region,,2012/2013,COMPLETED,A number of sites were nominated for ecological burns through the CFA nomination process with the majority of burns completed in autumn.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Most information has been collected. Analysis will be undertaken in early 2007.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: to do,One-off event,H,DSE South West Region,,2005/2006,NOT DONE,Data not collected during 2005/06. Microclimate data however will be collected in 2006/07 at 20 sites.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2005/2006,NOT DONE,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,One-off: In progress,One-off event,H,DSE South West Region,,2005/2006,COMPLETED,"All D. impars captured during 2005/06 where measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project. At some sites monitoring and capture was undertaken at a high frequency as part of an honours project.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,H,DSE South West Region,,2005/2006,NOT DONE,No site was suitable to conduct this investigation.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,NOT DONE,There is no site suitable in CCMA for this research project to be undertaken.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,COMPLETED,"All D. impars captured during 2006/07 were measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project. ",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Data collected and currently being entered into data matrix. Analysis will be undertaken as part of an Honours project through Ballarat University and further detailed analysis by ARI.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,NOT DONE,This action was proposed as an honours project but further discussion has concluded that the action would require at least two years of field work. As a result the action will be undertaken as a Masters or Ph.D project or by DSE field staff post 2008. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the microclimate at thirty D. impar survey grids across Cluster 3a via iButton temperature loggers.,One-off: In progress,One-off event,H,DSE South West Region,,2006/2007,COMPLETED,Microclimatic data collected at twenty two D. impar survey grids across Cluster 3a via iButton temperature loggers. Temperature collected every 60min from beneath tile 2.5. Data up-loaded every 80 days.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Still gathering information from CFA brigades.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution ,One-off: to do,One-off event,H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Project outline completed and will be put out to tender.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,COMPLETED,"All D. impars captured during 2006/07 were measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project. ",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the microclimate at thirty D. impar survey grids across Cluster 3a via iButton temperature loggers.,One-off: In progress,One-off event,H,DSE South West Region,,2007/2008,COMPLETED,Data provided to Dr.Ted Rohr for analysing.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,H,DSE South West Region,,2007/2008,NOT DONE,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2007/2008,NOT DONE,This action was proposed as an honours project but further discussion has concluded that the action would require at least two years of field work. As a result the action will be undertaken as a Masters or Ph.D project or by DSE field staff post 2008. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Still in the process of obtaining information from the CFA on fire history.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution ,One-off: to do,One-off event,H,DSE South West Region,,2007/2008,NOT DONE,PhD project is to start in 08/09,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: to do,One-off event,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Data collected and has been entered into data matrix. Analysis will be undertaken as part of an Honours project through Ballarat University and further detailed analysis by ARI.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,"Most information has been collected for this investigation. We are still waiting on historical burn frequency information from the CFA. Data on recent burn frequency was incorporated into the habitat model built as part of an honours project completed at University of Ballarat. These results indicated that SLL occupancy increased with fire frequency, a result found in other recent studies. The influence of fire on the SLL will be further examined during the current analysis of our data by ARI.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution ,One-off: to do,One-off event,H,DSE South West Region,,2008/2009,COMPLETED,"AA collaborative molecular project with Dr Jane Melville and Dr Jo Sumner, Museum Victoria, to determine the phylogeography and conservation genetics of the SLL using tissue collected as part of this project was completed in 200809. The majority of work undertaken during this investigation was conducted as part of an honours research project. The molecular investigation look at the current management groups of SLL and assessed how they actually relate to the species phylogeography and in particular, whether specific molecular ""Evolutionary Significant Units"" and/or ""Management Units"" exist. The project also examined factors such as dispersal between populations and genetic stochastic effects in small and isolated populations. Ethics approval and permits to removal the last 10mm of tail from a subset of individuals for molecular tissue was sought and granted. A number of tails were removed during spring monitoring while skins were also collected as they could be used as a source of DNA. A presentation on the preliminary results of this project was given to the Striped Legless Lizard Working Group in January 2009 and an honours thesis was submitted for examination in May 2009. The results from this project indicate that there are four different lineages across the species range: ACT/NSW, Central Victoria, Western Victoria and Horsham/South Australia lineage. The four distinct lineages had high levels of genetic divergence suggesting that they have been isolated for one another for more than one million years, and hence these lineages should be considered as separate Evolutionarily Significant Units for management purposes. Microsatellite analyses did not reveal strong evidence of population sub-structuring due to recent anthropogenic fragmentation within the Western Victoria lineage, but the analyses did suggest that SLL may not be capable of dispersing over long distances.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,"This year we increased our monitoring frequency in spring to capitalise on the higher detection probability at that time of year and maximise our capture rates in order to get a better idea of the population demographics at each site and also to collect tail tips for genetic research. All D. impar individuals captured were measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project. Photos are currently being catalogued for assessment of recaptures.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2008/2009,NOT DONE,This action was proposed as an honours project but further discussion has concluded that the action would require at least two years of field work. As a result the action will be undertaken as a Masters or Ph.D project or by DSE field staff post 2008/09. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,M,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,There are few SLL sites that are grazed in this cluster so am awaiting results from Cluster 3a - west Volcanic Plains.  Partially completed results are as follows, Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Further vegetation monitoring was undertaken at a number of sites during spring. Results from the recent collaborative honours project with Ballarat University found the SLL was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. This indicates that some intermediate level of stock grazing to reduce biomass is beneficial to SLL. 
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,Field and spatial data were analysis as part of an Honours project through the University of Ballarat. This project found that the presence/absence of the SLL is strongly associated with the extent of grassy native vegetation and temperature and geology. The findings from this project will be used to model potential D. impar habitats for conservation and planning purposes. The results of the habitat modelling will also allow us to determine sites where the species may be present but until now have not been surveyed. These sites will be ground truthed and surveyed using our standard methodologies in 2009/10. Further analysis will also be undertaken in collaboration with ARI in the form of the development of an occupancy model for SLL and further habitat predictive models.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2009/2010,COMPLETED,"As in 2008/09 monitoring timing has been altered to occur predominately during spring to capitalise on the higher detection probability at that time of year and maximise our capture rates in order to get a better idea of the population demographics at each site. All D. impar individuals captured have been measured, weighted, sexed and photographed for future identification as part of the capture-mark-recapture project. Photos have been catalogued and assessment of recaptures has been conducted. Overall there have been 31 recaptures across all sites with some individuals capture more than once and time between initial and recapture up to 4 years.Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Further vegetation monitoring was undertaken at a number of sites during spring. Results from the recent collaborative honours project with Ballarat University found the SLL was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. This indicates that some intermediate level of stock grazing to reduce biomass is beneficial to SLL. As in 2008/09 monitoring timing has been altered to occur predominately during spring to capitalise on the higher detection probability at that time of year and maximise our capture rates in order to get a better idea of the population demographics at each site. All D. impar individuals captured have been measured, weighted, sexed and photographed for future identification as part of the capture-mark-recapture project. Photos have been catalogued and assessment of recaptures has been conducted. Overall there have been 31 recaptures across all sites with some individuals capture more than once and time between initial and recapture up to 4 years.Further tis",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution was determined in 2008/09. Further analysis to strength these findings will be conducted in 2009/10.,One-off: to do,One-off event,H,DSE South West Region,Museum Victoria,2009/2010,COMPLETED,Further tissue collection and analysis of samples from sites under or not represented in the initial project has been conducted. A presentation outlining the recent analysis was give at the SLL working group meeting in December 2009.Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Further vegetation monitoring was undertaken at a number of sites during spring. Results from the recent collaborative honours project with Ballarat University found the SLL was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. This indicates that some intermediate level of stock grazing to reduce biomass is beneficial to SLL. Further tissue collection and analysis of samples from sites under or not represented in the initial project has been conducted. A presentation outlining the recent analysis was give at the SLL working group meeting in December 2009. A research paper has also been recently completed and submitted to the peer reviewed international journal 'Biological Conservation'.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2009/2010,PARTIALLY COMPLETED,Further analysis is currently being undertaken in collaboration with ARI and models have also been produced by BES/ARI. These models have since been assessed by species experts and refined modelling is taking place.Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Further vegetation monitoring was undertaken at a number of sites during spring. Results from the recent collaborative honours project with Ballarat University found the SLL was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. This indicates that some intermediate level of stock grazing to reduce biomass is beneficial to SLL.Microhabitat information was collected within a 1m2 quadrat around any tile under which D. impar was discovered during tile monitoring. Further analysis of this data is proposed for 2010 to determine what factors influence tile selection and to determine whether selection is non-random. Further analysis is currently being undertaken in collaboration with ARI as part of the occupancy modelling. Habitat models have also recently been produced by BES/ARI. The initial models have been reviewed and further model refinement is taking place.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,M,DSE South West Region,,2009/2010,PARTIALLY COMPLETED,Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Further vegetation monitoring was undertaken at a number of sites during spring. Results from the recent collaborative honours project with Ballarat University found the SLL was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. This indicates that some intermediate level of stock grazing to reduce biomass is beneficial to SLL. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: In progress,One-off event,H,DSE South West Region,,2009/2010,PARTIALLY COMPLETED,Microhabitat information was collected within a 1m2 quadrat around any tile under which D. impar was discovered during tile monitoring. Further analysis of this data is proposed for 2010 to determine what factors influence tile selection and to determine whether selection is non-random.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution was determined in 2008/09. Further analysis to strength these findings will be conducted in 2009/10.,One-off: In progress,One-off event,H,DSE South West Region,Museum Victoria,2010/2011,COMPLETED,"A presentation outlining the recent analysis titled 'Human-induced vs. historic habitat shifts: Identifying the processes that shaped the genetic structure of the Striped Legless Lizard, Delma impar' was given by Susi Maldonado at the Australian Society of Herpetologists conference at Barmera, South Australia in September 2010. A research paper has also been recently completed and submitted to the peer reviewed international journal 'Molecular ecology'.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2010/2011,PARTIALLY COMPLETED,"Most information has been collected for this investigation. We are still waiting on historical burn frequency information from the CFA. Data on recent burn frequency was incorporated into the habitat model built as part of an honours project completed at University of Ballarat. These results indicated that D. impar occupancy increased with fire frequency, a result found in other recent studies. The influence of fire on D. impar occupancy has further been examined during the current occupancy analysis by ARI. This analysis found that probability of extinction is reduced when appropriate fire regimes are implemented. ",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: In progress,One-off event,H,DSE South West Region,,2010/2011,COMPLETED,Microhabitat information has been collected within a 1m2 quadrat around any tile under which D. impar has been discovered during tile monitoring. Initial analysis of this data has been undertaken to determine what factors influence tile selection and to determine whether selection is non-random. Analysis of all data collected up until now is currently being  analysed. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: In progress,One-off event,M,DSE South West Region,,2010/2011,PARTIALLY COMPLETED,Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Results from the recent collaborative honours project with University of Ballarat found the D. impar was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. Results from the occupancy modeling has also found that probability of extinction was lower at sites with some level of active grazing. These results indicate that some intermediate level of stock grazing to reduce biomass is beneficial to D. impar. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2010/2011,PARTIALLY COMPLETED,Occupancy modeling has now been undertaken in collaboration with ARI. The results have found that probability of extinct is higher at sites with no active grassland management (fire or grazing) and at sites with small areas of habitat. Habitat models have also recently been produced by BES/ARI. The initial models have been reviewed and further model refinement is taking place.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,"Monitoring has been conducted predominately during spring to capitalise on the higher detection probability at that time of year and maximise our capture rates in order to get a better idea of the population demographics at each site. All D. impar individuals captured have been measured, weighted, sexed and photographed for future identification as part of the capture-mark-recapture project. Photos have been cataloged and assessment of recaptures has been conducted up-until this field season. Assessment of this years captures will be conducted once field work has concluded.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2011/2012,COMPLETED,"Monitoring has been conducted throughout spring to capitalise on the higher detection probability at this time of year and maximise our capture rates in order to get a better idea of the population demographics at each site. A subset of sites with high capture rates will be monitored 5 times during spring. All D. impar individuals captured have been measured, weighted, sexed and photographed for future identification as part of the capture-mark-recapture project.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2011/2012,PARTIALLY COMPLETED,Occupancy modeling has now been undertaken in collaboration with ARI. The results have found that probability of extinct is higher at sites with no active grassland management (fire or grazing) and at sites with small areas of habitat. Habitat models have also recently been produced by BES/ARI. The initial models have been reviewed and further model refinement has taken place however expert review is still to take place.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: In progress,One-off event,H,DSE South West Region,,2011/2012,COMPLETED,Microhabitat information has been collected within a 1m2 quadrat around any tile under which D. impar has been discovered during tile monitoring. The microhabitat at a random sample of 5 tiles per grid per monitoring session at each site where D. impar have previously been detected was measured during spring monitoring in 2011. This additional data will be used to inform whether D. impar selectively or randomly choose tiles.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: In progress,One-off event,M,DSE South West Region,,2011/2012,PARTIALLY COMPLETED,Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Flora monitoring data that will help inform on this action has been collected at a number of sites in the Corangamite and Glenelg Hopkins CMAs in 2011/12. Results from the recent collaborative honours project with University of Ballarat found the D. impar was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. Results from the occupancy modeling has also found that probability of extinction was lower at sites with some level of active grazing. These results indicate that some intermediate level of stock grazing to reduce biomass is beneficial to D. impar. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution was determined in 2008/09. Further analysis to strength these findings will be conducted in 2009/10.,Completed,N/A,H,DSE South West Region,Museum Victoria,2011/2012,COMPLETED,"â¢	Collaborative scientific paper titled âHuman-induced vs. historical habitat shifts: Identifying the processes that shaped the genetic structure of the threatened striped legless lizard, Delma impar.â submitted and accepted by the peer reviewed, international journal âConservation Geneticsâ.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,DSE Biodiversity & Ecosystem Services,2012/2013,COMPLETED,Occupancy modeling has now been undertaken in collaboration with ARI. The results have found that probability of extinct is higher at sites with no active grassland management (fire or grazing) and at sites with small areas of habitat. Habitat models have also recently been produced by BES/ARI. The initial models have been reviewed and further model refinement has taken place.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: In progress,One-off event,H,DSE South West Region,,2012/2013,COMPLETED,Microhabitat information has been collected within a 1m2 quadrat around any tile under which D. impar has been discovered during tile monitoring. The microhabitat at a random sample of 5 tiles per grid per monitoring session at each site where D. impar have previously been detected was measured during spring monitoring in 2012. This additional data will be used to inform whether D. impar selectively or randomly choose tiles.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: In progress,One-off event,M,DSE South West Region,,2012/2013,PARTIALLY COMPLETED,Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Results from the recent collaborative honours project with University of Ballarat found the D. impar was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. Results from the occupancy modeling has also found that probability of extinction was lower at sites with some level of active grazing. These results indicate that some intermediate level of stock grazing to reduce biomass is beneficial to D. impar. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,"Monitoring was conducted throughout spring to capitalise on the higher detection probability at this time of year and maximise our capture rates in order to get a better idea of the population demographics at each site. A subset of sites with high capture rates were monitored 5 times during spring. All D. impar individuals captured have been measured, weighted, sexed and photographed for future identification as part of the capture-mark-recapture project. In total 174 animals were captured across the project area.",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
